id	Y	cap-shape	cap-surface	cap-color	bruises	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring	stalk-color-above-ring	stalk-color-below-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat
1849	p	x	y	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	g
1851	e	b	s	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	s	m
1857	e	x	f	g	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	k	a	g
1858	e	f	s	n	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	n	s	g
1860	p	f	s	e	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	l
1862	e	f	f	e	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	k	y	d
1863	e	f	s	n	f	n	f	w	b	p	t	e	f	f	w	w	p	w	o	e	k	a	g
1866	p	x	y	n	f	s	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	l
1868	e	x	y	w	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	n	g
1871	p	x	y	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
1873	e	x	y	n	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	k	y	d
1874	e	f	y	g	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	y	d
1876	e	f	f	g	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d
1877	p	k	y	n	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
1879	p	f	y	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
1880	e	f	f	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	y	d
1882	p	x	s	n	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	s	g
1883	p	x	y	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	g
1884	e	f	y	n	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	y	d
1885	p	x	s	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
1886	e	x	f	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	y	d
1890	e	x	f	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	v	d
1894	e	f	y	n	t	a	f	c	b	p	e	r	s	y	w	w	p	w	o	p	n	s	g
1895	p	f	f	y	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	p
1896	e	b	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	n	o	p	o	c	l
1897	e	f	y	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	y	d
1898	p	b	s	w	t	n	f	c	b	g	e	b	s	s	w	w	p	w	t	p	r	v	m
1899	p	f	y	y	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	g
1901	p	f	s	b	t	n	f	c	b	w	e	b	s	s	w	w	p	w	t	p	r	v	m
1903	p	f	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	g
1904	p	x	y	n	f	y	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	p
1905	e	x	y	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	y	d
1907	p	x	s	n	f	f	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
1908	p	k	y	n	f	y	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
1909	p	f	y	n	f	y	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	d
1910	p	f	s	b	t	f	f	c	b	h	t	b	s	s	w	w	p	w	o	p	h	s	g
1911	p	k	s	e	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
1913	p	f	s	e	f	f	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	d
1915	p	x	s	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	v	g
1918	e	x	y	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d
1919	e	x	s	n	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	a	g
1920	e	x	f	w	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	s	g
1923	p	f	s	p	t	n	f	c	b	r	e	b	s	s	w	w	p	w	t	p	r	v	g
1924	p	x	f	y	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p
1925	p	x	y	n	f	s	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
1927	p	x	y	w	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	n	s	u
1929	p	x	f	g	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	v	p
1932	e	f	y	n	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d
1935	e	x	f	y	t	l	f	w	n	n	t	b	s	s	w	w	p	w	o	p	u	v	d
1937	e	x	s	w	f	n	f	w	b	k	t	e	f	f	w	w	p	w	o	e	n	a	g
1938	p	x	y	n	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	p
1944	p	x	y	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	g
1945	e	x	s	g	f	n	f	w	b	k	t	e	s	f	w	w	p	w	o	e	k	s	g
1947	e	k	f	g	f	n	f	w	b	g	e	?	k	k	w	w	p	w	t	p	w	n	g
1948	p	x	y	n	f	y	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	l
1950	e	x	y	y	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
1954	p	f	y	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	d
1956	p	f	y	n	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	n	s	g
1959	e	f	s	w	f	n	f	w	b	k	t	e	s	s	w	w	p	w	o	e	k	a	g
1960	p	f	s	e	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
1962	e	x	s	n	f	n	a	c	b	y	e	?	s	s	o	o	p	o	o	p	b	v	l
1963	e	b	s	w	f	n	f	w	b	p	e	?	k	k	w	w	p	w	t	p	w	s	g
1964	e	x	y	u	f	n	f	c	n	h	e	?	s	f	w	w	p	w	o	f	h	y	d
1966	p	x	y	e	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	l
1967	e	k	f	g	f	n	f	w	b	g	e	?	s	k	w	w	p	w	t	p	w	s	g
1968	e	f	y	p	t	n	f	c	b	w	e	?	s	s	e	e	p	w	t	e	w	c	w
1970	p	f	f	g	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	d
1971	p	f	y	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	p
1973	e	x	s	g	f	n	f	w	b	h	t	e	f	s	w	w	p	w	o	e	n	s	g
1975	e	f	y	n	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	y	d
1980	p	k	s	e	f	f	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	d
1981	e	f	y	w	f	n	f	c	n	u	e	?	s	f	w	w	p	w	o	f	h	y	d
1987	p	k	s	n	f	y	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
1988	p	f	y	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	d
1991	p	x	f	y	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	p
1992	p	f	y	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	d
1993	e	x	s	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	n	n	g
1999	p	k	y	e	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
2002	p	x	s	e	f	s	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	p
2003	p	x	y	n	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
2005	p	k	s	e	f	f	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	d
2007	e	x	f	g	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d
2008	p	k	s	n	f	y	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	l
2010	e	x	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	n	o	p	o	c	l
2015	p	x	s	n	f	s	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
2018	p	f	f	y	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	v	d
2020	e	f	y	g	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	k	v	d
2021	e	f	y	n	t	l	f	c	b	n	e	r	s	y	w	w	p	w	o	p	n	y	g
2022	e	x	y	w	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	n	s	m
2023	e	b	s	n	f	n	a	c	b	o	e	?	s	s	o	o	p	o	o	p	y	v	l
2024	p	f	f	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	d
2025	e	x	y	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	v	d
2028	e	b	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	m
2034	e	x	f	w	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	n	s	g
2035	e	x	y	e	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d
2037	e	x	y	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	s	m
2040	e	b	s	w	f	n	f	w	b	g	e	?	s	s	w	w	p	w	t	p	w	s	g
2042	p	f	f	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	v	d
2045	p	f	y	n	f	f	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	p
2046	p	f	y	y	f	f	f	c	b	h	e	b	k	k	p	n	p	w	o	l	h	y	p
2047	e	f	y	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	y	d
2050	p	f	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	g
2051	e	b	y	w	t	a	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	n	g
2052	e	x	s	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	n	g
2053	p	k	s	n	f	s	f	c	n	b	t	?	k	k	p	p	p	w	o	e	w	v	d
2054	e	x	f	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	y	d
2056	p	x	f	w	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	v	d
2057	p	f	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	p
2059	e	k	s	g	f	n	f	w	b	w	e	?	s	k	w	w	p	w	t	p	w	n	g
2061	e	x	y	e	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	v	d
2062	e	x	y	e	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	n	v	d
2064	p	x	y	n	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	l
2068	e	f	y	g	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	k	v	d
2069	e	f	s	n	f	n	f	w	b	p	t	e	s	f	w	w	p	w	o	e	k	s	g
2072	e	k	f	w	f	n	f	w	b	g	e	?	k	s	w	w	p	w	t	p	w	n	g
2073	p	k	s	e	f	f	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	d
2074	p	x	y	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	s	u
2077	e	f	f	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	v	d
2082	p	x	y	w	t	p	f	c	n	n	e	e	s	s	w	w	p	w	o	p	k	v	g
2083	e	x	f	n	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	y	d
2084	p	f	y	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	d
2085	e	x	f	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	v	d
2086	p	x	y	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	g
2093	p	f	f	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	y	d
2094	p	x	s	b	t	f	f	c	b	h	t	b	s	f	w	w	p	w	o	p	h	v	u
2096	e	x	y	g	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	v	d
2097	p	x	s	b	t	f	f	c	b	p	t	b	s	f	w	w	p	w	o	p	h	s	g
2098	p	k	y	e	f	f	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
2099	p	k	s	e	f	s	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	p
2105	p	x	f	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	p
2107	e	f	f	g	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	n	y	d
2109	p	x	y	n	f	f	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	d
2110	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	y	p
2113	e	f	f	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d
2114	p	f	y	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	d
2116	p	x	y	n	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
2117	e	x	y	w	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
2119	e	b	y	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	k	n	m
2120	e	x	s	w	t	l	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
2121	e	x	s	w	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	s	g
2123	p	f	y	y	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	p
2127	e	x	y	y	t	l	f	c	b	n	e	c	s	s	w	w	p	w	o	p	k	s	m
2128	p	x	s	e	f	y	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
2129	e	f	y	g	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	y	d
2130	p	x	f	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g
2135	p	k	s	n	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
2136	e	f	s	g	f	n	f	w	b	n	t	e	s	s	w	w	p	w	o	e	n	s	g
2138	p	f	y	e	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	d
2143	e	x	f	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d
2144	e	x	s	y	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	s	g
2145	p	x	f	w	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	s	d
2146	e	x	s	w	f	n	f	w	b	g	e	?	k	k	w	w	p	w	t	p	w	n	g
2151	e	f	s	n	f	n	a	c	b	n	e	?	s	s	o	o	p	o	o	p	o	v	l
2153	e	x	f	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d
2155	p	f	y	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	y	g
2156	p	f	s	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	p
2157	p	x	y	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	p
2158	e	x	y	y	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	s	g
2159	p	f	f	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	g
2160	p	f	s	b	t	f	f	c	b	p	t	b	f	s	w	w	p	w	o	p	h	s	g
2163	p	f	s	n	f	f	f	c	n	b	t	?	s	k	w	p	p	w	o	e	w	v	l
2167	e	f	f	n	f	n	f	w	b	p	t	e	s	s	w	w	p	w	o	e	n	s	g
2168	e	x	y	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d
2169	p	f	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	d
2170	p	x	y	e	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
2173	p	x	y	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	p
2174	p	x	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	d
2176	p	x	s	n	f	s	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
2180	e	x	s	y	t	a	f	c	b	w	e	c	s	s	w	w	p	w	o	p	n	s	m
2181	p	x	s	p	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	v	d
2185	p	x	y	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	l
2186	p	x	s	b	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	s	u
2187	e	f	y	u	f	n	f	c	n	h	e	?	s	f	w	w	p	w	o	f	h	v	d
2191	p	f	s	w	t	f	f	c	b	p	t	b	f	f	w	w	p	w	o	p	h	v	u
2192	e	x	f	n	f	n	f	c	n	g	e	e	s	s	w	w	p	w	o	p	n	y	u
2195	e	f	s	y	t	l	f	w	n	p	t	b	s	s	w	w	p	w	o	p	u	v	d
2197	p	x	s	w	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	s	d
2198	e	b	s	w	f	n	f	w	b	g	e	?	s	k	w	w	p	w	t	p	w	s	g
2199	e	f	y	w	f	n	f	c	n	w	e	?	s	f	w	w	p	w	o	f	h	y	d
2202	e	f	f	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	y	d
2205	p	f	y	w	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	k	s	g
2206	e	f	y	n	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	k	v	d
2208	e	f	y	n	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	v	d
2209	e	x	y	n	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	v	d
2218	p	x	y	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	p
2219	p	x	y	y	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	y	g
2220	p	k	s	n	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	d
2221	p	x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g
2222	p	k	y	n	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
2225	e	x	f	n	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	y	d
2226	p	f	f	y	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	p
2227	e	f	f	n	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	v	d
2230	p	f	y	n	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
2231	p	x	f	y	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	y	g
2233	p	f	y	e	f	s	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
2236	p	f	f	y	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	y	g
2237	e	x	y	e	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	y	d
2238	p	f	y	y	f	f	f	c	b	h	e	b	k	k	b	b	p	w	o	l	h	y	p
2245	p	x	y	n	f	f	f	c	n	b	t	?	k	s	p	p	p	w	o	e	w	v	d
2246	p	k	y	e	f	f	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
2248	p	k	y	c	f	m	f	c	b	w	e	c	k	y	c	c	p	w	n	n	w	c	d
2251	p	x	y	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	s	u
2253	e	x	s	w	f	n	f	w	b	p	e	?	s	k	w	w	p	w	t	p	w	s	g
2254	p	k	y	e	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	p
2255	e	x	y	g	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	y	d
2256	p	f	y	n	f	y	f	c	n	b	t	?	k	k	p	w	p	w	o	e	w	v	p
2257	e	f	f	e	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	v	d
2258	e	b	f	g	f	n	f	w	b	g	e	?	k	k	w	w	p	w	t	p	w	s	g
2261	p	f	s	w	t	f	f	c	b	w	t	b	f	f	w	w	p	w	o	p	h	v	u
2264	e	k	f	n	f	n	f	w	n	w	e	b	s	s	w	n	p	w	o	e	w	v	l
2269	e	x	y	g	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	v	d
2271	e	b	y	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	m
2273	p	x	s	w	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	v	g
2274	e	f	y	b	t	n	f	c	b	e	e	?	s	s	w	w	p	w	t	e	w	c	w
2276	p	f	s	n	f	y	f	c	n	b	t	?	k	s	w	p	p	w	o	e	w	v	d
2280	e	f	s	y	t	a	f	w	n	n	t	b	s	s	w	w	p	w	o	p	u	v	d
2281	p	k	y	e	f	s	f	c	n	b	t	?	s	k	p	p	p	w	o	e	w	v	l
2282	p	k	y	e	f	y	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	d
2283	e	x	s	g	f	n	f	w	b	p	e	?	k	s	w	w	p	w	t	p	w	n	g
2286	p	x	y	n	t	p	f	c	n	k	e	e	s	s	w	w	p	w	o	p	k	v	u
2288	e	f	y	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	v	d
2289	p	x	f	p	f	c	f	w	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d
2291	p	f	s	n	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	d
2292	p	k	y	n	f	s	f	c	n	b	t	?	k	s	w	w	p	w	o	e	w	v	p
2295	p	k	y	e	f	s	f	c	n	b	t	?	s	k	w	w	p	w	o	e	w	v	l
2296	e	f	f	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d
2297	e	f	y	e	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	v	d
2298	e	x	s	w	t	l	f	c	b	g	e	c	s	s	w	w	p	w	o	p	n	n	g
2299	e	f	y	e	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d
2302	e	f	f	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	y	d
2304	p	k	s	n	f	s	f	c	n	b	t	?	s	s	p	p	p	w	o	e	w	v	l
2305	e	x	s	g	f	n	f	w	b	h	t	e	s	s	w	w	p	w	o	e	k	s	g
2307	e	b	y	w	t	a	f	c	b	k	e	c	s	s	w	w	p	w	o	p	k	n	g
2309	p	k	y	n	f	y	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	l
2312	e	x	y	n	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	y	d
2313	e	x	s	n	f	n	f	c	b	w	e	b	y	y	n	n	p	w	t	p	w	y	p
2314	p	k	y	e	f	s	f	c	n	b	t	?	k	k	w	w	p	w	o	e	w	v	d
2316	e	f	f	n	f	n	f	c	n	k	e	e	s	s	w	w	p	w	o	p	n	v	u
2317	e	k	s	w	f	n	f	w	b	g	e	?	k	k	w	w	p	w	t	p	w	s	g
2319	e	f	s	e	t	n	f	c	b	w	e	?	s	s	w	w	p	w	t	e	w	c	w
2320	p	x	s	e	f	y	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	d
2321	p	k	y	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	l
2322	p	x	s	n	f	s	f	c	n	b	t	?	s	s	w	w	p	w	o	e	w	v	l
2324	e	f	y	b	t	n	f	c	b	w	e	?	s	s	e	w	p	w	t	e	w	c	w
2326	p	x	s	w	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	v	d
2327	p	x	y	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	d
2330	p	f	y	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	p
2331	p	f	s	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
2333	p	f	s	g	t	f	f	c	b	w	t	b	s	s	w	w	p	w	o	p	h	v	g
2335	p	f	s	n	f	s	f	c	n	b	t	?	s	s	w	p	p	w	o	e	w	v	d
2336	e	x	y	n	t	l	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	s	g
2338	p	k	y	n	f	s	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
2341	e	x	f	g	f	n	f	w	b	w	e	?	s	k	w	w	p	w	t	p	w	n	g
2342	e	f	y	g	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	n	v	d
2344	e	x	s	n	f	n	f	w	b	h	t	e	f	f	w	w	p	w	o	e	n	a	g
2347	e	f	y	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	y	d
2348	p	x	f	y	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	v	p
2349	e	f	y	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d
2352	p	f	s	e	f	s	f	c	n	b	t	?	s	s	p	w	p	w	o	e	w	v	l
2353	e	x	s	n	f	n	f	w	b	k	t	e	f	f	w	w	p	w	o	e	n	a	g
2354	p	x	y	c	f	m	a	c	b	w	e	c	k	y	c	c	p	w	n	n	w	c	d
2356	e	x	f	w	f	n	f	w	b	n	t	e	f	f	w	w	p	w	o	e	k	a	g
2360	p	f	s	e	f	f	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	d
2361	e	f	s	w	f	n	f	w	b	n	t	e	s	f	w	w	p	w	o	e	k	s	g
2362	p	x	y	w	t	p	f	c	n	w	e	e	s	s	w	w	p	w	o	p	n	v	g
2363	p	f	s	n	t	p	f	c	n	p	e	e	s	s	w	w	p	w	o	p	k	s	g
2365	e	x	f	g	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	y	d
2366	p	f	y	n	f	f	f	c	n	b	t	?	k	s	p	w	p	w	o	e	w	v	l
2370	p	x	y	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	g
2371	e	f	f	n	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d
2375	e	f	s	n	f	n	f	w	b	k	t	e	s	f	w	w	p	w	o	e	k	s	g
2376	p	f	f	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	y	p
2380	e	f	f	g	f	n	f	w	b	p	t	e	f	s	w	w	p	w	o	e	k	s	g
2383	p	x	f	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d
2386	e	x	y	n	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	n	v	d
2387	p	x	y	e	f	y	f	c	n	b	t	?	k	k	w	p	p	w	o	e	w	v	p
2389	e	x	f	n	t	n	f	c	b	n	t	b	s	s	p	w	p	w	o	p	n	v	d
2390	p	x	s	g	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	v	d
2391	e	f	f	w	f	n	f	w	b	k	t	e	f	f	w	w	p	w	o	e	n	a	g
2392	p	f	f	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	d
2395	p	x	s	g	t	f	f	c	b	h	t	b	s	s	w	w	p	w	o	p	h	s	g
2398	e	x	y	y	t	l	f	c	b	w	e	r	s	y	w	w	p	w	o	p	k	s	g
